student_id,total_spending,rent,utilities,entertainment,groceries,transportation,savings,healthcare,other
2226,1192.41,672.27,71.16,42.6,255.21,53.54,0.0,19.37,78.26
2227,1124.33,426.15,103.6,69.76,205.77,54.4,179.2,48.64,36.82
2228,1081.0,600.69,55.26,117.18,154.32,30.91,27.44,17.9,77.3
2229,1331.77,748.21,101.14,68.95,199.65,75.61,44.55,15.17,78.49
2230,1123.97,410.41,87.19,206.9,181.75,49.19,47.56,2.0,138.97
2231,1015.55,458.04,66.19,122.84,243.33,70.01,0.0,6.64,48.52
2232,1056.63,496.44,70.8,69.48,230.94,26.36,129.51,18.09,15.0
2233,1206.5,638.83,75.01,11.27,254.15,54.64,126.03,7.13,39.44
2234,952.72,453.25,73.37,17.0,224.92,101.09,0.0,3.32,79.77
2235,1328.0,600.41,63.81,169.89,271.14,102.23,0.0,8.52,112.0
2236,1152.71,415.85,61.27,227.63,195.29,22.63,88.72,68.86,72.47
2237,1173.2,565.31,67.07,130.25,283.16,40.91,0.0,5.34,81.17
2238,1250.13,594.95,68.53,129.75,267.1,44.55,0.0,44.12,101.14
2239,1330.05,584.48,68.44,55.09,185.99,100.1,123.65,31.13,181.17
2240,1172.75,683.59,36.67,18.68,274.17,53.63,0.0,20.15,85.85
2241,1335.56,594.35,76.09,95.08,289.93,76.49,147.31,41.31,15.0
2242,1055.87,513.53,62.41,10.0,234.33,60.99,94.05,23.21,57.35
2243,1197.84,613.36,41.3,121.06,184.76,31.02,0.0,11.9,194.44
2244,1537.12,671.06,70.33,243.25,254.78,17.8,0.0,106.02,173.88
2245,1257.9,642.91,68.93,73.03,260.38,42.74,0.0,23.23,146.68
2246,1473.41,636.26,98.54,166.48,219.35,121.34,0.0,52.86,178.58
2247,1055.25,370.23,57.9,104.65,189.58,60.15,82.66,55.87,134.21
2248,1040.79,180.0,73.92,67.66,223.69,76.09,326.9,35.68,56.86
2249,1449.14,703.03,102.48,163.01,290.28,26.64,0.0,21.0,142.7
2250,1265.64,602.66,63.27,48.85,348.24,48.5,0.0,9.28,144.84
2251,1206.47,487.41,70.27,164.75,266.61,70.58,0.0,5.4,141.45
2252,1264.8,563.32,104.52,272.14,163.5,33.18,11.57,54.5,62.08
2253,1619.4,781.28,84.06,236.39,357.19,53.72,0.0,29.62,77.14
2254,1330.25,659.62,83.02,103.36,288.02,37.4,69.2,29.92,59.7
2255,1274.84,555.47,65.83,102.65,120.0,81.53,164.02,35.51,149.83
2256,1124.83,383.59,80.37,34.19,138.33,62.97,323.22,15.48,86.67
2257,1207.77,349.19,66.26,77.95,202.96,78.67,269.26,46.92,116.57
2258,1058.36,193.63,29.33,222.49,291.1,72.42,98.12,24.62,126.66
2259,1550.6,626.02,68.89,170.1,120.0,50.45,480.69,17.11,17.34
2260,1099.24,623.04,53.89,10.0,188.45,75.06,0.0,30.29,118.5
2261,1290.4,582.82,76.0,186.98,287.96,43.2,0.0,48.18,65.25
2262,1218.25,521.05,55.63,231.67,120.0,77.51,125.68,16.47,70.25
2263,1241.29,471.51,79.25,88.99,271.07,15.58,160.48,105.37,49.04
2264,1164.55,482.29,71.77,52.31,242.68,40.07,195.87,5.15,74.4
2265,1160.32,390.96,45.76,151.76,183.43,101.32,162.1,33.66,91.32
2266,926.77,530.39,63.55,108.47,131.57,67.22,0.0,10.58,15.0
2267,1219.6,362.66,78.55,135.74,182.57,67.23,352.74,25.1,15.0
2268,1206.3,700.71,98.19,125.25,120.0,38.52,0.0,39.77,83.86
2269,1237.49,283.72,48.77,188.32,227.06,33.12,96.75,220.0,139.77
2270,988.07,416.35,49.24,93.34,242.08,49.71,0.0,2.89,134.46
2271,910.43,207.65,97.85,97.94,177.94,53.66,117.74,7.63,150.03
2272,1180.01,525.59,72.09,71.6,298.46,93.29,0.0,34.85,84.12
2273,1231.03,479.71,72.54,100.73,200.64,75.38,202.43,49.05,50.55
2274,1139.12,397.19,55.11,71.49,209.3,57.18,270.21,14.75,63.89
2275,1165.5,328.07,70.22,137.33,207.89,56.31,219.38,7.05,139.25
2276,1345.01,550.3,103.88,115.27,285.87,70.16,0.0,35.84,183.69
2277,1084.43,424.66,73.82,116.16,300.98,28.62,58.17,12.34,69.68
2278,1105.82,533.58,91.68,114.72,207.59,16.57,0.0,61.31,80.38
2279,1409.89,674.89,77.27,186.74,271.86,69.87,0.0,32.57,96.7
2280,1284.76,460.66,51.86,161.11,272.46,56.44,166.75,35.08,80.41
2281,1126.13,553.94,60.82,65.6,252.98,28.76,45.33,55.63,63.06
2282,1092.76,494.26,51.21,95.27,287.24,13.1,0.0,88.59,63.09
2283,1107.25,455.87,74.1,20.19,155.04,72.88,293.95,8.71,26.51
2284,1432.87,437.25,91.65,10.0,171.81,44.57,550.0,17.69,109.91
2285,1826.54,850.47,84.91,303.56,222.27,83.01,0.0,61.27,221.06
2286,1162.43,515.51,66.43,142.5,284.88,49.72,0.0,24.0,79.38
2287,1262.17,483.37,56.79,227.37,230.01,64.32,0.0,13.85,186.47
2288,1176.1,380.59,74.32,25.32,156.73,43.15,410.19,21.73,64.06
2289,1025.27,219.37,40.79,61.56,321.47,53.47,188.66,83.3,56.64
2290,1028.68,455.22,49.74,32.2,294.52,66.54,0.0,22.7,107.75
2291,1299.37,725.69,94.47,125.16,211.92,59.49,0.0,38.47,44.17
2292,1202.48,511.45,66.84,120.57,154.79,48.34,153.91,17.26,129.32
2293,1481.24,686.91,71.75,194.86,347.49,67.15,0.0,4.1,108.97
2294,1275.37,508.27,68.71,35.22,220.89,68.48,278.12,47.89,47.8
2295,989.17,267.18,77.58,112.43,253.14,32.25,162.36,17.24,66.98
2296,1127.77,416.95,71.99,149.41,270.78,74.42,0.0,52.23,92.0
2297,1352.32,487.64,57.75,198.16,185.98,44.52,189.42,37.1,151.74
2298,965.1,578.51,61.13,10.0,172.27,55.27,0.0,30.16,57.75
2299,1276.71,548.75,69.45,115.68,282.27,83.68,0.0,64.75,112.12
2300,982.54,376.37,73.23,84.59,205.38,62.18,69.08,17.3,94.39
2301,1531.95,552.77,72.44,253.34,253.81,108.28,160.93,47.04,83.33
2302,1068.66,419.84,66.85,156.01,230.74,59.39,0.0,22.88,112.95
2303,1091.61,526.94,73.14,113.79,186.87,51.67,0.0,16.05,123.16
2304,1254.66,513.44,71.25,159.33,319.16,54.61,0.0,34.25,102.62
2305,1204.53,445.78,55.83,140.95,262.67,57.85,142.59,14.25,84.61
2306,1200.42,444.24,89.75,126.42,248.19,61.46,177.11,18.01,35.23
2307,1480.6,438.72,60.98,106.75,225.53,35.16,550.0,26.66,36.81
2308,1434.23,714.83,80.27,168.48,146.39,50.34,133.59,62.16,78.17
2309,1140.45,623.49,38.12,75.25,167.88,40.51,116.95,7.37,70.88
2310,934.56,562.45,69.5,16.82,146.0,85.59,23.85,15.35,15.0
2311,1266.25,345.62,47.08,196.59,236.86,26.49,243.64,40.91,129.07
2312,996.67,377.48,50.2,83.15,247.93,58.14,53.76,13.36,112.66
2313,1178.32,681.58,120.55,35.77,237.77,24.64,0.0,15.02,62.99
2314,1244.19,658.57,80.75,79.74,294.82,63.64,0.0,22.06,44.6
2315,1035.45,566.47,95.56,82.16,147.65,47.02,0.0,39.35,57.23
2316,978.07,505.54,87.06,16.93,151.04,18.66,154.29,29.55,15.0
2317,1186.8,374.33,85.43,211.66,267.79,73.84,29.57,67.85,76.34
2318,1405.12,584.09,70.44,258.45,279.52,24.67,31.4,26.43,130.13
2319,1141.3,632.34,104.39,10.0,157.65,54.37,7.07,29.97,145.52
2320,1038.67,358.51,82.5,79.11,295.81,78.82,0.0,22.84,121.09
2321,1101.88,458.49,71.0,38.41,279.88,82.53,0.0,32.98,138.59
2322,1169.41,698.93,82.21,54.67,218.41,22.8,0.0,16.22,76.17
2323,1033.79,412.98,66.43,212.38,147.0,44.68,71.02,34.41,44.89
2324,1614.23,763.49,80.34,151.19,273.78,96.67,0.0,13.01,235.74
2325,1274.99,536.91,71.82,203.74,248.72,78.02,0.0,58.29,77.48
2326,1071.12,393.61,75.18,101.23,215.05,90.61,156.3,24.14,15.0
2327,1648.94,555.41,104.48,294.3,339.1,126.23,0.0,77.29,152.12
2328,998.46,503.6,49.91,91.34,223.62,44.83,12.64,57.51,15.0
2329,1334.51,625.15,95.82,84.32,345.75,62.45,0.0,30.69,90.35
2330,1270.3,596.3,67.76,108.64,273.07,48.08,65.31,42.28,68.86
2331,1220.57,620.57,97.97,142.54,210.18,15.5,0.0,35.01,98.8
2332,1318.13,572.14,67.66,174.5,295.62,53.2,0.0,7.56,147.44
2333,1126.04,385.24,75.49,122.56,314.2,15.11,106.69,29.62,77.14
2334,1192.79,548.91,70.11,148.2,279.45,44.58,0.0,28.32,73.21
2335,1068.49,438.92,38.52,57.22,225.83,25.64,123.01,22.67,136.7
2336,1270.09,615.99,106.28,185.2,208.7,63.78,0.0,37.31,52.83
2337,1116.21,560.27,56.34,72.31,168.28,39.43,90.81,30.22,98.55
2338,1107.53,539.02,74.18,198.28,120.0,19.3,0.0,31.98,124.78
2339,1041.83,378.82,48.92,90.12,204.58,72.31,146.15,74.41,26.52
2340,1371.75,734.9,54.48,206.56,223.68,42.92,4.16,26.58,78.46
2341,1438.22,566.4,69.8,10.0,211.62,46.36,385.83,47.66,100.55
2342,1335.35,534.38,61.85,152.4,286.59,35.44,72.54,23.96,168.19
2343,1255.3,625.96,54.24,154.35,238.84,77.98,0.0,75.46,28.48
2344,1115.25,488.81,70.53,10.0,299.23,60.41,83.52,40.96,61.79
2345,1024.14,401.73,41.88,115.7,198.48,42.74,23.42,30.74,169.46
2346,1040.67,522.31,74.43,18.9,176.6,16.72,68.83,14.46,148.42
2347,923.84,282.01,62.67,146.66,160.83,105.21,9.93,76.68,79.84
2348,1210.17,477.89,26.19,196.04,269.75,94.59,0.0,54.63,91.08
2349,1052.11,458.52,60.84,10.0,293.33,83.86,11.86,13.43,120.27
2350,1224.09,481.51,79.38,63.2,162.31,40.94,295.04,5.31,96.41
2351,1110.29,465.47,51.32,55.11,136.48,44.98,190.98,20.15,145.8
2352,1155.41,369.55,76.8,10.0,279.17,63.01,214.11,10.54,132.23
2353,1133.86,449.33,77.77,254.99,185.23,57.12,23.34,22.11,63.97
2354,1187.42,519.67,53.77,147.54,285.56,35.21,85.22,45.45,15.0
2355,1284.8,471.33,70.42,231.57,198.6,84.17,109.26,54.36,65.1
2356,1038.88,485.76,85.92,139.77,251.84,53.9,2.0,4.69,15.0
2357,1389.66,772.45,63.9,57.26,289.23,32.6,0.0,7.03,167.18
2358,1407.86,471.33,66.94,95.86,221.19,74.05,453.28,10.21,15.0
2359,1203.44,512.59,92.58,187.09,213.76,53.52,36.1,29.25,78.55
2360,1204.91,636.25,60.15,82.11,306.79,15.41,0.0,57.12,47.09
2361,1093.35,432.46,77.74,161.14,245.9,32.3,104.74,24.07,15.0
2362,1290.25,582.86,54.56,23.71,420.0,44.67,0.0,4.52,159.94
2363,1170.53,492.48,68.38,253.5,151.22,59.4,50.1,32.17,63.28
2364,1230.13,464.31,78.47,213.02,150.4,68.43,38.46,17.14,199.89
2365,944.27,369.62,25.0,10.0,249.68,79.56,45.72,17.39,147.3
2366,958.35,380.69,58.3,87.96,193.25,50.26,89.03,29.03,69.83
2367,980.6,552.03,80.79,10.0,238.59,45.69,0.0,38.5,15.0
2368,937.88,253.37,68.17,128.33,184.59,79.9,94.64,52.59,76.29
2369,1605.81,729.53,68.98,205.73,247.98,74.57,0.0,58.29,220.72
2370,1452.22,749.3,59.1,156.84,270.15,50.73,0.0,47.55,118.55
2371,1169.32,510.44,83.13,185.4,200.1,60.84,0.0,43.62,85.8
2372,1243.94,629.86,69.59,168.82,257.75,45.49,4.46,6.59,61.37
2373,1245.89,679.73,86.71,107.75,155.12,31.76,0.0,41.04,143.8
2374,1200.51,391.04,75.08,230.91,266.72,98.94,0.0,22.49,115.33
2375,1341.37,661.39,68.29,89.74,309.5,44.16,0.0,57.67,110.61
2376,989.53,498.83,90.77,63.49,126.93,60.9,0.0,16.12,132.49
2377,1329.02,714.89,67.25,71.4,123.61,24.69,176.65,20.99,129.53
2378,1353.79,467.41,91.95,195.95,330.45,89.73,0.0,14.26,164.05
2379,1158.89,658.98,100.05,179.61,157.64,30.88,0.0,16.72,15.0
2380,1090.2,418.59,87.96,69.99,276.23,88.56,41.29,66.61,40.97
2381,1238.09,703.6,74.36,60.18,233.04,90.95,0.0,14.87,61.09
2382,1089.89,488.52,117.0,46.3,207.02,66.31,44.72,27.06,92.95
2383,1502.75,689.81,79.93,71.49,345.66,77.3,0.0,16.12,222.45
2384,1366.04,625.2,79.6,154.02,246.05,51.25,0.0,27.03,182.89
2385,1071.7,598.52,74.06,10.95,210.38,54.05,0.0,32.19,91.54
2386,1065.22,507.48,51.39,150.68,126.6,63.18,0.0,40.62,125.26
2387,1237.15,359.96,90.61,203.48,269.17,66.79,207.16,24.97,15.0
2388,944.18,239.67,53.39,56.49,136.1,74.63,266.03,71.12,46.75
2389,1060.37,608.93,91.32,95.86,182.82,36.63,0.0,5.22,39.58
2390,923.75,491.34,92.11,10.0,195.4,85.56,0.0,14.35,34.98
2391,1432.08,630.35,86.27,193.9,334.35,46.55,0.0,13.77,126.88
2392,916.9,522.2,59.71,57.7,181.07,40.08,0.0,10.93,45.2
2393,1163.1,694.03,71.18,10.0,120.0,62.25,152.41,38.23,15.0
2394,1252.38,646.23,27.7,48.86,310.83,63.53,0.0,13.89,141.34
2395,1017.05,194.24,60.23,266.4,284.92,20.27,0.0,29.81,161.19
2396,1255.6,513.79,86.36,129.83,286.96,55.38,0.0,72.43,110.85
2397,1036.8,508.76,67.49,50.2,311.86,11.56,0.0,1.18,85.75
2398,1288.95,689.8,66.57,84.02,324.78,41.49,0.0,36.76,45.53
2399,1322.62,620.94,69.77,202.72,215.95,62.35,6.34,50.59,93.95
2400,1230.62,562.36,95.25,174.11,168.5,60.95,0.0,15.56,153.9
2401,1115.39,457.33,69.24,136.66,276.34,39.24,49.88,32.86,53.84
2402,1261.99,370.49,101.06,124.09,215.56,43.98,173.24,27.88,205.7
2403,1124.83,428.05,59.07,148.83,220.55,81.08,0.0,40.02,147.23
2404,1014.59,224.01,67.13,93.64,168.31,106.28,224.5,17.04,113.68
2405,1265.04,409.16,60.97,234.33,262.11,36.58,0.0,17.58,244.3
2406,981.27,374.3,105.07,35.69,217.12,75.39,0.0,33.54,140.17
2407,1148.43,317.47,69.26,281.14,256.45,82.76,0.0,25.03,116.33
2408,1017.65,563.98,111.72,74.06,153.64,20.22,0.0,55.32,38.7
2409,1139.91,614.09,67.36,24.33,296.5,39.18,0.0,26.77,71.68
2410,1350.93,436.18,97.08,10.0,209.06,10.0,489.72,34.53,64.35
2411,1152.72,380.15,70.03,183.24,306.48,61.47,80.13,17.93,53.29
2412,816.43,326.31,81.35,179.72,120.0,43.46,14.57,17.86,33.16
2413,893.23,451.94,48.1,10.0,198.13,57.68,0.0,44.44,82.95
2414,1160.6,391.33,74.51,57.35,190.57,106.42,148.29,48.27,143.85
2415,1189.72,482.46,51.73,133.17,231.99,86.86,0.0,6.33,197.17
2416,1201.14,367.42,72.15,164.85,296.88,39.66,139.71,21.26,99.22
2417,1217.08,634.16,48.19,29.86,215.35,34.82,116.75,34.81,103.14
2418,1037.97,421.96,67.47,88.24,246.0,80.86,116.96,1.49,15.0
2419,1246.6,595.15,94.08,128.54,230.7,34.9,0.0,21.0,142.22
2420,1184.75,546.47,82.75,104.18,120.0,84.82,134.55,96.99,15.0
2421,1088.67,589.34,51.97,94.5,145.14,109.72,0.0,11.23,86.76
2422,1360.18,645.9,41.71,66.59,256.67,68.51,202.4,10.79,67.63
2423,1014.69,232.0,72.41,46.66,202.2,78.68,277.31,23.74,81.7
2424,1128.81,490.86,99.69,128.87,292.72,76.36,0.0,25.3,15.0
2425,1235.25,572.37,56.32,124.39,275.45,53.86,80.44,19.05,53.36
2426,1502.45,501.11,109.29,10.0,243.36,60.8,511.32,49.08,17.5
2427,1483.07,771.82,79.54,181.86,283.31,55.87,0.0,3.35,107.33
2428,1228.69,644.53,40.58,86.99,171.02,80.8,59.36,10.39,135.03
2429,1017.77,475.95,42.68,105.31,221.69,33.3,42.13,21.11,75.6
2430,1073.42,449.76,83.85,47.37,280.22,69.02,28.11,57.1,57.99
2431,871.14,324.99,68.58,126.58,128.09,77.63,0.0,14.54,130.73
2432,1092.54,382.9,94.67,67.59,298.41,45.17,81.52,9.32,112.96
2433,1135.48,441.01,48.16,143.56,202.49,40.58,50.74,2.16,206.78
2434,1490.91,478.81,73.0,220.9,190.25,51.61,342.47,8.25,125.61
2435,714.75,329.8,66.52,73.04,190.73,37.15,0.0,2.52,15.0
2436,1104.02,488.19,68.57,38.12,227.81,68.13,60.31,13.61,139.28
2437,1350.49,693.6,70.42,55.37,122.75,36.66,226.31,37.64,107.74
2438,1224.51,551.99,66.53,110.64,238.34,38.11,0.0,32.62,186.27
2439,1105.42,451.31,73.18,110.4,227.69,65.94,78.68,39.14,59.08
2440,1283.22,601.68,80.0,239.53,132.56,67.35,0.0,6.8,155.3
2441,1118.06,481.6,75.49,248.46,173.46,59.13,0.0,4.43,75.5
2442,1295.46,545.12,94.56,197.23,294.27,22.07,0.0,31.23,110.97
2443,1129.07,537.63,51.01,109.95,269.04,78.42,0.0,46.05,36.98
2444,954.08,466.01,37.87,154.0,211.43,46.03,0.0,23.74,15.0
2445,1233.66,568.13,91.85,44.15,157.48,96.25,124.78,33.2,117.83
2446,1114.04,506.76,54.72,113.27,269.36,52.35,0.0,22.38,95.2
2447,968.93,462.59,63.55,95.39,163.84,57.72,85.8,15.49,24.56
2448,958.04,396.78,57.39,10.0,222.45,46.36,67.28,17.99,139.8
2449,1059.76,526.71,60.9,186.31,158.14,59.87,7.37,45.46,15.0
2450,1156.59,541.44,46.49,150.53,221.09,124.53,0.0,22.05,50.46
2451,864.68,402.42,58.32,10.0,138.33,48.02,147.5,45.09,15.0
2452,1140.82,304.16,77.31,170.11,271.57,80.53,49.33,26.86,160.95
2453,1265.46,590.12,74.13,91.79,253.83,56.81,114.25,13.38,71.15
2454,1268.94,604.63,83.72,169.31,198.62,78.48,0.0,34.84,99.34
2455,1000.47,201.51,53.62,204.55,324.97,36.36,0.0,22.73,156.73
2456,1235.76,650.75,92.27,28.56,177.4,93.9,0.0,53.41,139.47
2457,1071.63,464.92,61.3,111.58,228.06,61.82,0.0,10.71,133.24
2458,1140.62,572.8,35.73,111.09,211.18,49.64,18.52,2.58,139.07
2459,1181.47,686.59,82.8,10.0,235.83,73.07,0.0,37.79,55.4
2460,1468.55,688.3,90.96,162.02,265.39,57.88,0.0,62.07,141.92
2461,1195.66,560.34,63.24,133.49,301.61,32.04,0.0,45.98,58.95
2462,1144.31,468.92,92.15,199.85,234.56,10.0,0.0,65.92,72.89
2463,1263.99,384.92,52.74,41.34,120.0,91.52,481.97,76.5,15.0
2464,1099.61,246.85,75.98,107.23,221.3,50.54,190.42,20.08,187.2
2465,1509.1,655.38,107.57,238.33,351.09,62.74,0.0,8.65,85.35
2466,1060.79,601.04,75.19,14.98,177.13,44.3,0.0,0.56,147.6
2467,922.24,342.24,62.69,46.39,120.0,84.29,164.13,2.95,99.55
2468,1229.67,457.63,68.33,96.51,219.71,45.2,224.88,36.46,80.96
2469,1166.04,423.13,98.5,157.44,273.82,67.89,26.8,3.27,115.18
2470,1045.01,479.93,78.15,80.68,190.0,48.31,102.27,29.26,36.41
2471,1169.42,619.0,113.67,10.0,181.43,29.9,18.65,38.48,158.31
2472,1134.04,466.2,75.51,221.21,198.4,73.03,0.0,24.58,75.11
2473,1308.56,412.5,57.11,87.89,258.74,77.06,246.89,17.66,150.71
2474,1376.03,808.9,70.26,147.09,233.11,41.41,0.0,10.13,65.12
2475,891.65,377.87,68.95,139.16,165.88,54.24,0.0,69.28,16.27
2476,1330.04,615.75,38.23,175.48,229.48,56.94,0.0,10.09,204.09
2477,1223.77,424.12,60.67,95.87,189.68,63.9,309.95,17.76,61.81
2478,1225.59,531.11,64.28,89.14,310.36,94.43,0.0,15.88,120.4
2479,1213.67,567.84,77.85,43.5,279.15,48.52,141.37,40.43,15.0
2480,1196.08,541.35,107.69,132.44,238.27,58.4,0.0,26.82,91.1
2481,1080.58,458.66,71.25,130.47,234.46,51.49,0.0,6.03,128.22
2482,1142.58,505.97,37.07,115.98,300.76,36.16,0.0,43.81,102.84
2483,1041.69,516.51,55.54,128.95,220.45,20.56,0.0,10.07,89.61
2484,1264.6,420.41,73.83,253.04,286.71,57.68,59.86,29.68,83.39
2485,1298.55,555.88,74.85,83.29,311.26,65.55,0.0,64.86,142.88
2486,1082.76,583.76,103.25,86.14,218.0,55.05,0.0,12.71,23.85
2487,1176.85,532.22,89.75,85.2,320.54,53.75,0.0,13.42,81.98
2488,1044.6,471.65,87.39,10.0,269.53,37.03,0.0,20.09,148.91
2489,1123.81,526.85,68.4,145.05,208.67,60.05,79.03,20.75,15.0
2490,1477.52,631.07,95.22,70.09,170.58,58.4,360.31,27.7,64.14
2491,1243.29,562.61,57.25,156.29,277.99,74.5,0.0,35.33,79.32
2492,1427.81,659.78,93.72,166.41,251.55,81.47,8.86,9.47,156.55
2493,1141.9,594.71,69.26,94.07,201.4,62.88,0.0,22.77,96.82
2494,1131.52,602.32,48.51,125.67,224.28,91.38,13.42,7.88,18.08
2495,1144.77,390.07,78.88,275.23,188.71,76.44,0.0,39.11,96.33
2496,1008.18,465.9,95.63,20.35,211.38,64.61,0.0,51.69,98.62
2497,1183.69,633.41,68.18,172.6,212.1,20.15,0.0,15.76,61.49
2498,1179.44,651.21,104.17,95.25,154.91,76.07,0.0,25.74,72.09
2499,1108.08,445.15,40.05,186.05,266.22,49.04,0.0,62.22,59.36
2500,1223.57,364.45,45.89,10.0,182.44,56.58,518.0,31.21,15.0
2501,1235.32,525.52,69.62,123.52,301.44,29.54,31.76,7.93,145.98
2502,1039.61,357.82,60.56,85.53,216.54,96.8,57.58,4.08,160.72
2503,1318.83,646.94,63.9,104.55,172.64,15.52,289.25,11.03,15.0
2504,1164.86,531.2,74.84,113.67,180.24,84.76,0.0,18.7,161.44
2505,1322.83,458.09,60.73,111.34,232.15,63.5,237.17,42.77,117.08
2506,928.25,424.6,62.78,103.64,232.46,16.89,36.29,17.21,34.38
2507,1259.55,346.6,71.91,293.74,305.8,105.73,0.0,7.28,128.49
2508,1017.32,372.94,55.67,154.5,248.69,75.28,35.96,18.1,56.19
2509,1220.55,470.0,68.69,161.86,345.17,10.0,0.0,19.05,145.78
2510,1373.34,573.75,62.09,147.71,255.09,46.55,232.1,11.52,44.53
2511,1385.84,374.02,46.02,163.33,175.72,65.69,331.97,17.33,211.76
2512,1352.12,764.74,93.19,49.11,171.07,89.26,0.0,26.02,158.72
2513,1171.94,436.8,100.34,107.43,224.41,46.82,237.73,3.4,15.0
2514,1098.38,380.91,87.09,130.21,173.99,10.0,111.97,19.1,185.11
2515,1488.19,752.6,85.05,38.63,262.72,84.18,20.25,109.62,135.14
2516,1219.99,598.55,62.91,97.26,279.26,64.96,0.0,30.34,86.72
2517,1379.33,528.12,67.18,302.66,295.59,10.35,0.0,43.28,132.17
2518,1227.41,595.76,93.4,86.49,182.19,61.85,0.0,61.85,145.86
2519,1126.72,538.79,31.6,87.94,280.68,63.97,0.0,70.45,53.29
2520,1116.27,566.41,66.95,92.04,212.74,48.51,0.0,13.7,115.92
2521,1308.54,394.42,81.55,32.55,161.57,38.45,550.0,3.81,46.2
2522,962.79,192.16,41.78,118.43,221.23,42.81,157.74,48.87,139.78
2523,1169.92,448.63,77.58,83.07,255.92,48.49,149.81,18.92,87.5
2524,1355.33,657.94,83.02,89.14,157.99,62.09,270.34,19.8,15.0
2525,1206.13,662.65,50.2,61.29,211.6,80.77,0.0,34.97,104.66
2526,1174.59,518.58,73.62,182.12,274.51,12.04,41.43,23.11,49.17
2527,1047.62,325.04,55.14,167.76,298.02,70.12,0.0,28.04,103.5
2528,1174.92,473.37,78.19,151.64,249.51,74.76,0.0,29.96,117.49
2529,1364.43,492.68,83.34,171.77,242.88,58.38,90.22,49.36,175.81
2530,1081.18,512.09,79.04,10.0,165.41,46.9,189.23,32.48,46.03
2531,1051.98,180.0,63.21,166.5,166.96,83.4,360.88,7.69,23.35
2532,1285.12,818.93,86.27,10.0,120.0,81.89,0.0,7.51,160.52
2533,1483.18,575.9,52.61,181.55,243.81,47.68,273.91,12.55,95.18
2534,1107.34,526.26,71.73,152.4,232.54,53.34,0.0,31.06,40.02
2535,1223.57,353.78,52.78,78.45,226.1,80.44,308.68,8.41,114.93
2536,1322.92,608.48,93.32,174.22,216.75,100.65,0.0,8.41,121.1
2537,1436.16,539.45,84.98,103.45,233.64,38.69,326.38,29.29,80.27
2538,1451.98,561.06,85.58,202.29,318.8,34.08,0.0,13.62,236.55
2539,1121.74,605.0,105.49,10.0,244.39,60.48,14.27,66.44,15.66
2540,1003.04,476.47,64.85,103.45,228.38,32.53,67.13,14.33,15.91
2541,1443.42,538.22,62.76,181.19,377.61,36.1,0.0,40.12,207.4
2542,1349.17,577.16,67.45,40.92,378.43,38.59,152.15,20.32,74.14
2543,1205.9,591.2,45.4,47.3,203.59,63.34,135.84,6.69,112.55
2544,1385.77,584.91,46.62,207.69,251.48,106.07,0.0,13.89,175.1
2545,1206.7,657.14,87.39,116.63,268.13,40.82,0.0,21.57,15.0
2546,917.91,358.35,42.14,64.16,179.79,52.51,49.09,14.13,157.73
2547,1024.02,344.25,47.48,114.75,276.7,68.11,47.48,61.12,64.13
2548,1077.26,553.19,71.26,26.18,200.58,42.03,0.0,9.58,174.44
2549,1047.73,462.42,62.95,143.43,215.44,40.46,81.07,15.77,26.21
2550,1062.15,502.48,87.52,58.82,163.35,61.7,0.0,32.17,156.11
2551,1457.55,644.53,76.92,230.85,201.68,31.05,0.0,81.44,191.07
2552,926.49,472.12,56.29,10.0,120.8,39.65,123.65,35.9,68.08
2553,1316.56,220.49,80.6,129.37,311.66,50.95,408.36,30.59,84.53
2554,1121.85,389.2,81.29,100.76,246.78,71.45,135.32,44.32,52.73
2555,1230.44,556.97,47.81,101.73,267.03,24.7,0.0,53.62,178.58
2556,1183.56,444.76,74.38,132.67,264.16,52.38,48.28,62.06,104.87
2557,1088.94,616.72,62.13,100.77,120.0,29.18,0.0,35.84,124.3
2558,1251.38,606.93,61.36,154.55,188.69,41.32,84.15,27.28,87.11
2559,1339.19,473.34,104.35,92.37,230.92,70.77,236.56,9.92,120.97
2560,1146.9,406.84,70.94,207.03,185.53,53.52,69.55,28.95,124.54
2561,1197.98,437.06,65.7,184.1,151.86,88.38,137.94,70.77,62.18
2562,1103.34,365.27,68.99,94.35,176.25,53.56,151.16,1.28,192.49
2563,1121.22,445.79,85.61,51.92,197.7,74.36,149.68,57.36,58.8
2564,1230.15,572.94,61.06,113.71,232.72,70.9,0.0,27.17,151.65
2565,1285.01,538.49,63.1,209.52,279.91,54.74,65.71,47.94,25.6
2566,1479.37,648.88,87.79,185.88,358.47,28.69,0.0,37.04,132.62
2567,996.33,503.91,44.32,10.0,232.72,52.9,0.0,23.92,128.57
2568,1312.6,731.0,96.26,83.88,220.34,44.34,0.0,27.13,109.62
2569,1241.5,520.74,43.23,96.33,344.02,43.57,0.0,39.44,154.17
2570,1033.01,453.47,65.68,86.61,177.99,68.12,69.48,10.56,101.1
2571,1279.74,622.4,46.39,40.27,120.0,26.01,279.58,24.09,120.99
2572,1052.56,408.91,49.75,207.2,216.23,57.52,21.23,35.35,56.36
2573,850.2,226.95,86.67,141.44,239.67,34.76,0.0,42.55,78.17
2574,1219.95,367.2,86.32,169.75,239.27,49.92,216.75,39.36,51.39
